,Date,Close,Volume,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,GBP,JPY,CAD,CNY,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,FCHI,FTSE,GDAXI,GSPC,HSI,IXIC,SSEC,RUT,NYSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,AUD,Brent,CAC.F,copper.F,WIT.oil,DAX.F,DJI.F,EUR,FTSE.F,gold.F,HSI.F,KOSPI.F,NASDAQ.F,GAS.F,Nikkei.F,NZD,silver.F,RUSSELL.F,S.P.F,CHF,Dollar.index.F,Dollar.index,wheat.F,XAG,XAU
583,15454,13001.55957,-0.464951921,0.005754519,-0.007835429,0.0050262,-0.005267529,-0.869048996,2.246236721,-1.982214615,-1.812996702,12986.87053,13005.36084,12942.44724,12390.00149,0.07,0.09,0.14,0.86,2,0.004090378,0.012584408,3.95,5.15,0.001453363,0.003823347,-0.004339052,-6.34E-05,-0.019975457,0.011102831,0.024646093,0.006312151,0.01003503,-0.006226619,0.011624381,0.007235337,0.022899121,0.0077485,0.010334226,0.003679774,0.002558598,-0.002979297,0.000103029,0.007829781,0.005952787,1.93,1.91,1.86,0.02,0.07,1.2,3.15,5.01,5.06,5.08,0.076923077,0,0.036144578,0,-0.46,2.29,1.32,0.43,1.18,0.68,0.3,0.89,0.68,0.29,-0.59,-0.67,-1.59,-0.73,0.17,0.7,1.01,0.53,-0.3,-0.26,-0.25,0.91,-0.03,0.14
584,15455,13090.71973,0.379012697,0.006857651,0.005754519,-0.007835429,0.0050262,0.444800422,2.228203021,-0.824498408,-0.810826848,13005.75221,13013.49026,12948.26185,12396.97381,0.08,0.09,0.14,0.86,2.01,0.006013579,-0.007123371,3.98,5.18,0.002070654,-0.001105738,-0.004256613,-0.000602668,0.088741366,0.021488972,-0.004605936,0.010349694,-0.00277262,0.008771961,0.008466828,0.006256517,0.020237746,0.001646362,0.017311494,0.013644592,-0.001493005,0.022970618,0.007526268,0.017630483,0.010363066,1.93,1.92,1.87,0.01,0.06,1.2,3.17,5.04,5.09,5.1,0,-0.037037037,0,0.57,0.81,2.19,0.79,0.55,1.76,0.63,0.22,0.39,-0.1,0.36,0.08,2.74,4.71,0.74,0.2,-1.27,1.61,1.26,-0.21,-0.28,-0.27,-1.8,-0.29,0.23
585,15456,13204.62012,19.26843048,0.00870085,0.006857651,0.005754519,-0.007835429,1.85528124,1.678964267,0.993289486,0.597355644,13041.91001,13031.6931,12958.31511,12405.01009,0.09,0.09,0.15,0.83,1.98,0.008098727,0.009616852,3.97,5.17,3.21E-05,-0.002976679,0.003358779,-0.000999762,-0.003770533,0.008075337,0.008740359,0.004966631,0.014828522,-0.002795031,0.014692715,-0.008980979,-0.001280329,0.005210844,0.005280021,0.006680166,0.007915315,0.006925012,-0.000879157,0.00764668,0.006477654,1.89,1.89,1.83,0,0.06,1.2,3.19,5.02,5.08,5.08,0.071428571,0,-0.034883721,0.07,0.67,-0.09,1.84,0.41,0.36,0.92,-0.11,0.32,1.11,0.74,0.25,0.58,-1.55,0.1,-0.27,2.5,0.77,0.68,0.1,-0.14,-0.11,1.39,1.14,0.74
590,15463,13206.58984,-1.252336771,-0.004671224,-0.000809529,0.004971414,-0.001109718,0.014916953,1.870474945,1.69413167,1.008354607,13166.75355,13113.44746,13009.26392,12445.69948,0.05,0.09,0.15,0.82,1.96,-0.025558195,-0.00621966,3.95,5.14,-6.48E-05,0.001110782,0.001216298,-0.000381497,-0.007099198,-0.003474497,-0.00809302,0.000152977,-0.004398218,-0.00125783,-0.00536196,-0.006380453,-0.000920542,0.001476181,-0.002433414,-0.007658872,-0.00279462,-0.011618232,0.00067422,-0.014671328,-0.009161344,1.91,1.87,1.81,0.04,0.1,1.19,3.18,4.99,5.05,5.09,0,0.037037037,0,-0.7,-1.79,-0.06,-1.37,-2.55,-0.16,-0.46,-0.04,0.28,-1.16,-0.44,-0.15,-1.3,3.86,-1.17,-0.74,-2.07,-1.31,-0.82,0.05,0.11,0.11,0.32,-1.92,-1.07
594,15469,12835.05957,-0.915769468,-0.007503062,-0.005876177,-0.002280921,-0.012745176,-3.267200104,-1.952987783,-1.516874259,0.231698705,13039.4842,13057.82487,13000.5069,12465.57663,0.07,0.09,0.15,0.77,1.87,-0.003397509,-0.012480499,3.87,5.09,-0.000564802,-0.001878312,0.002401201,0.000253638,0.001760053,-0.004108968,-0.017662338,-0.010772607,-0.017883083,0.00852459,-0.015686304,-0.008450357,-0.001968173,-0.004410759,0.004743376,-0.006702267,-0.007523127,-0.003923625,-0.016455698,-0.005220305,-0.00849595,1.8,1.78,1.72,0.02,0.08,1.22,3.22,4.94,5,5.02,0,0,0,-0.77,0.42,-0.1,-0.43,-0.21,0.41,-0.56,-0.54,-0.19,-0.64,-0.68,-0.94,-0.13,3.01,-1.53,-0.2,-0.74,-0.63,-0.55,0.51,0.48,0.43,-2.41,-0.78,-0.98
595,15470,12855.04004,-0.264708254,0.00155671,-0.007503062,-0.005876177,-0.002280921,-2.661927183,-2.647407308,-0.841242919,-1.012892064,13005.9489,13038.51203,12994.80232,12469.45189,0.08,0.1,0.15,0.79,1.89,0.003099174,0.010110585,3.89,5.1,-8.06E-05,0.001994781,0.000998104,0.000729025,0.002354171,0.016638291,0.009518773,0.004511528,0.002460704,-0.000650195,0.017162059,-0.005641604,0.003693913,0.002513499,0.006592725,0.002517411,-0.005084017,-0.000364625,0.00068217,0.003587204,0.004155877,1.81,1.79,1.74,0.02,0.07,1.21,3.21,4.95,5,5.02,0,0,0.025974026,0.31,-0.42,0.78,0.6,0.28,0.74,0.3,0.02,0.28,0.09,-1.07,-0.5,-0.02,0.89,-0.11,-0.01,-0.21,0.75,0.48,0.01,0.04,0.04,-0.25,-0.68,0.27
598,15475,12632,-6.819842192,-0.004989985,-0.009769434,-0.002679138,0.00155671,-2.320505407,-4.874649438,-2.842424926,-3.686771857,12869.19392,12953.2383,12962.98587,12476.71947,0.08,0.09,0.15,0.74,1.76,-0.00823219,-0.001283285,3.76,5,-0.006874201,0.005948641,0.004689683,-0.000458759,-0.009046606,0.006549168,-0.010752688,-0.005005459,0.012573372,-0.015319459,-0.005245233,-0.004018534,-0.006121658,-0.00510473,-0.007890637,-0.005745838,0.008070493,-0.003038699,-0.00247071,-0.002041244,-0.009036458,1.68,1.67,1.61,0.01,0.07,1.24,3.24,4.85,4.91,4.92,0,0,0.01369863,-0.21,0.6,-0.67,-0.98,-0.84,-1.14,-0.4,-0.74,-0.72,-0.24,0.57,-0.86,-0.26,2.84,-0.67,-0.98,-0.94,0.06,-0.43,0.74,0.78,0.76,1.8,-1.46,-0.8
599,15476,12598.54981,-0.462346241,-0.002648052,-0.004989985,-0.009769434,-0.002679138,-1.842685371,-5.049681256,-3.759685734,-3.33160841,12819.9859,12919.45844,12948.69426,12477.93172,0.08,0.1,0.15,0.75,1.76,-0.012663616,-0.005139737,3.73,5.01,-0.004139559,0.000311248,0.004767107,-6.33E-05,-0.01281701,-0.001470658,0.032608696,0.001572048,-0.02152326,-0.01026147,-0.008374782,0.004646008,0.003092816,-0.005940174,-0.002624611,-0.004403818,-0.031892559,-0.006814653,-0.012064428,-0.006753628,-0.005630082,1.68,1.66,1.61,0.02,0.07,1.28,3.25,4.86,4.91,4.93,0,0.034482759,0.013513514,-0.25,-0.47,0.28,-1.05,-1.24,-0.05,-0.25,-0.12,-0.38,-1.32,-2.38,-4.08,-0.8,4.72,-1.8,-0.44,-3.15,-0.82,-0.43,0.14,0.17,0.18,4.88,-1.77,-0.28
600,15477,12442.49023,-0.290979293,-0.012387106,-0.002648052,-0.004989985,-0.009769434,-3.209245586,-5.785744988,-5.771691092,-4.023490954,12751.35032,12874.0329,12928.84312,12477.57906,0.08,0.1,0.16,0.74,1.7,-0.002694546,0.003551824,3.63,4.93,-0.008523946,-0.011723722,0.006919047,0.000411516,-0.029226474,-0.025439601,-0.006315842,-0.00251138,-0.043147181,-0.0060201,-0.01657798,-0.003164099,-0.012031454,-0.012376724,-0.011794602,-0.015051376,-0.003058199,-0.02099835,0.01393496,-0.023027766,-0.014803447,1.62,1.6,1.54,0.02,0.08,1.3,3.23,4.77,4.83,4.85,0.066666667,0.066666667,-0.013333333,-0.23,-3.78,-1.18,-0.17,-0.27,-1.13,-1.28,-0.17,-1.11,2.49,-0.87,1.18,-2.06,-0.92,1.14,-0.29,3.04,-2.33,-1.61,0.16,0.02,0.01,2.93,2.86,2.2
603,15482,12502.80957,-0.481190788,-0.000133624,0.010922179,-0.005875862,-0.012387106,-1.02272348,-3.319496533,-5.847518734,-3.836078259,12622.94589,12767.49135,12875.89415,12477.03984,0.07,0.09,0.14,0.78,1.79,-0.012206979,-0.006279435,3.82,5.13,-0.004223584,0.00748009,0.004324324,-0.000790676,-0.007678799,-0.012745858,0.003138023,0.000787758,0.046139652,0.000336135,0.008598726,-0.001097075,0.018809834,0.018625658,0.016515463,0.000486337,0.006174194,-0.002855386,0.010648494,-0.006552116,-5.30E-05,1.72,1.7,1.65,0.02,0.07,1.31,3.34,4.99,5.04,5.06,0,0,0.04,-1.11,-0.37,1.95,-0.49,-0.98,1.58,-0.1,-1.01,1.68,-0.76,0.3,1.68,-0.32,3.76,1.28,-1.92,-1.33,-0.59,-0.08,1.02,0.52,0.51,-1.95,-1.05,-1.49
604,15483,12496.15039,2.896458275,-0.000532615,-0.000133624,0.010922179,-0.005875862,-0.81278731,-2.640495567,-5.821425397,-4.541914795,12599.89216,12741.64935,12861.00224,12477.22999,0.07,0.09,0.13,0.74,1.73,-0.022309711,-0.021169036,3.71,5.06,-0.004893744,-0.007299635,0.004109991,0.001867473,0.024399794,0.009055854,0,-0.003935768,0.00735078,-0.021841364,0.002210294,0.00109828,-0.026205482,-0.025336352,-0.023284557,0.001693703,-0.013286356,0.003888597,-0.004158291,0.007292995,-0.000222759,1.66,1.64,1.6,0.02,0.06,1.35,3.33,4.93,4.97,4.99,-0.071428571,-0.066666667,-0.051282051,-0.45,-2.63,-2.52,-2.55,-1.92,-2.38,-0.09,-0.77,-2.37,-1.79,-1.44,-0.78,0.21,1.11,-1.83,-0.44,-2.33,0.81,0.08,0.77,0.71,0.74,-2.05,-1.31,-0.44
605,15484,12529.75,-0.338730327,0.002688797,-0.000532615,-0.000133624,0.010922179,0.701304677,-2.530447498,-5.125016011,-5.110863554,12587.13904,12721.46846,12848.01196,12477.75258,0.08,0.1,0.14,0.77,1.77,0.010738255,0.012588767,3.76,5.13,-0.001565946,0.003021985,0.000292369,0.001548061,-0.009183893,-0.00938878,0.003649635,-0.002686929,-0.008464595,-0.001374133,0.002205388,0.00694783,0.011647298,0.015893247,0.004794995,0.001380032,-0.006376443,-0.003768344,-0.005273723,0.00182969,0.001517053,1.69,1.67,1.63,0.02,0.06,1.37,3.36,4.99,5.03,5.05,0.076923077,0.035714286,0.040540541,0.12,0.94,1.14,0.91,0.85,0.62,0.56,-0.4,1.65,0.59,-0.4,0.08,-0.17,-3.29,-0.12,0.67,2.3,0.64,0.51,0.41,0.32,0.32,-0.67,1.73,-0.19
608,15490,12419.86035,-0.945321946,-0.012783883,0.010105345,-0.005979363,0.002688797,-0.663444625,-1.679382901,-3.960918136,-6.472168309,12539.66172,12659.82586,12806.91632,12477.96703,0.05,0.07,0.13,0.69,1.63,-0.03261708,-0.025007914,3.68,5.03,-0.00970785,-0.006515698,0.006153546,0.001450761,0.012057292,-0.025704326,-0.01602062,-0.006071273,-0.019922747,-0.007442456,-0.017054233,-0.026119846,-0.022407325,-0.011015067,-0.018140213,-0.014334892,-0.019167221,-0.011713689,-0.002078985,-0.019506889,-0.018861369,1.58,1.56,1.5,0.02,0.08,1.35,3.4,4.9,4.96,4.98,-0.071428571,-0.1,-0.092105263,-1.41,-3.01,-1.89,-2.22,-3.24,-1.84,-1.61,-1.02,-1.69,0.96,-2.23,-0.65,-1.12,-0.45,-0.46,-1.21,0.7,-2.26,-1.87,1.03,0.62,0.65,-1.21,0.25,0.43
609,15491,12393.4502,-43.71832327,-0.002126446,-0.012783883,0.010105345,-0.005979363,-0.821854674,-1.627962053,-3.440649205,-6.595436414,12513.0778,12634.45675,12790.70196,12477.12607,0.03,0.07,0.14,0.67,1.59,-0.01446634,0.011688312,3.63,4.99,-0.005588714,-0.00574817,0.002815261,0.002818587,-0.002486277,0.017588339,0.002625998,0.003536425,0.005764654,-0.00511244,0.011040946,-0.014538213,0.000474181,0.004455118,-0.002614304,-0.002276665,-0.00324775,-0.003531458,-0.005214178,-0.000236211,-0.000995789,1.56,1.52,1.45,0.04,0.11,1.36,3.4,4.85,4.92,4.96,0.076923077,0,-0.028985507,0.21,-1.55,-0.1,-0.71,-1.47,-0.71,0.02,-0.09,0.02,-0.05,1.2,-0.23,-0.27,0.17,-0.93,-0.04,-0.79,0.2,0.06,0.11,0.05,0.02,-1.02,-0.79,-0.11
614,15498,12460.95996,-0.601146362,0.003718945,0.02365114,0.002189011,-0.001411912,0.544721324,-0.281610167,-1.092108585,-2.91466983,12368.97178,12488.99821,12693.18289,12465.89021,0.04,0.09,0.14,0.72,1.66,-0.003174603,-0.017737003,3.71,5.09,0.002639148,0.005298411,-0.001263977,0.000769968,0.00045494,0.005329921,0.006355986,0,-0.00786208,-0.004088586,0.006780788,0.006360713,0.004158974,0.011831078,0.008242544,-0.000106465,0.008518103,-0.004815923,-0.007111781,-0.006312265,0.000315282,1.62,1.57,1.52,0.05,0.1,1.38,3.43,4.95,5,5.05,0.076923077,0.038461539,-0.01369863,-0.26,-0.71,0.43,-0.3,-0.24,0.61,0.48,-0.08,1,-2.83,0.14,2.55,-0.54,-6.07,0.94,-0.38,-3.25,-0.59,0.1,0.12,-0.33,-0.33,1.54,-2.75,-1.94
617,15503,12573.79981,0.261054915,0.013098567,-0.011388199,0.007482588,0.003718945,3.676215707,-0.054771438,0.554355986,-0.957435658,12435.04436,12495.45672,12672.84664,12467.28678,0.06,0.1,0.15,0.75,1.67,0.009324292,0.012310606,3.72,5.1,0.005355767,0.002774043,-0.004268943,-0.000329526,0.008736489,-0.000369524,0.019361537,0.015454009,0.028945765,0.013494844,0.010003195,0.012333438,0.001363861,0.007602587,0.003287781,0.011650737,-0.004277297,0.01186594,-0.006967019,0.014007828,0.013209003,1.61,1.57,1.52,0.04,0.09,1.38,3.43,4.95,5,5.04,0,0.111111111,0.086956522,1.03,-0.88,0.16,-0.33,0.75,0.49,1.64,0.3,0.86,1.08,-1.08,-0.85,1.39,0.63,-0.93,1.14,1.18,1.97,1.51,-0.28,-0.12,-0.12,-1.49,1.4,0.85
618,15504,12496.37988,0.328959711,-0.006157242,0.013098567,-0.011388199,0.007482588,0.657198742,0.616106211,-0.051425937,-1.073623472,12446.19628,12495.54464,12665.92638,12467.57627,0.07,0.1,0.15,0.71,1.61,-0.009478104,0.009978173,3.66,5.04,-0.003104236,-0.001948999,0.001948748,-0.00290392,-0.006942497,-0.007808899,-0.005646766,0.021718373,0.015694374,-0.005462683,0.008945719,-0.007752953,-0.005536715,0.001845116,-0.001420169,-0.007023251,0.008157822,-0.008603362,0.01272302,-0.012015316,-0.00680089,1.54,1.51,1.46,0.03,0.08,1.38,3.43,4.89,4.94,4.97,0,0,-0.053333333,-0.33,-0.01,-0.57,0.18,-0.84,-0.56,-0.67,0.34,0.16,0.33,0.94,0.45,-0.87,-2.11,0.7,-0.44,-0.03,-1.47,-0.85,-0.35,-0.47,-0.44,0.2,-0.45,0.52
619,15505,12651.91016,-0.684872028,0.012446026,-0.006157242,0.013098567,-0.011388199,1.532387518,2.085456083,1.246461991,0.423543597,12483.5988,12510.43659,12665.37672,12469.41043,0.08,0.11,0.15,0.73,1.64,0.015382752,-0.003704847,3.66,5.04,0.002177734,0.000629882,-0.005008266,0.003368912,-0.001101127,-0.001303959,0.018069075,0.015515905,0.010204169,0.007209097,0.014249493,0.018603498,0.00079534,-0.00304528,-0.002256057,0.010814653,-0.011463954,0.006286776,-0.009908917,0.013238021,0.010177941,1.56,1.53,1.49,0.03,0.07,1.38,3.4,4.89,4.93,4.96,0,0,0.028169014,0.89,-0.1,0.08,0.42,1.56,0.07,1.4,0.6,-0.04,0.02,-0.92,0.45,0.49,14.19,-0.23,1.06,-1.85,1.39,1.33,-0.6,-0.09,-0.09,0.34,-0.66,0.31
622,15510,12837.33008,-0.198082816,0.007495771,-0.001985531,0.009110068,0.012446026,2.095868211,5.849132554,2.039948836,2.661842768,12620.84099,12581.52241,12678.68516,12478.65901,0.06,0.09,0.14,0.71,1.64,0.008767716,0.006190034,3.67,5.05,0.002138176,0.000430342,-0.004207025,-0.000456147,0.002782697,0.006152856,0.012658228,0.006334811,0.021952687,0.028820409,0.015403574,0.016484202,0.016871095,0.017337092,0.018430854,0.009815695,-0.000573437,0.01189154,-0.006587538,0.017992782,0.013569015,1.58,1.55,1.5,0.03,0.08,1.38,3.41,4.91,4.96,4.99,-0.066666667,0.034482759,0.028985507,0.63,-0.3,1.57,1.09,0.91,1.86,0.6,0.89,1.82,-0.22,-0.47,-0.04,0.97,-3.42,-0.92,0.76,-1.06,1.56,0.71,-0.86,-0.32,-0.7,2.87,-1.04,-0.63
623,15511,12824.38965,0.151792415,-0.001008031,0.007495771,-0.001985531,0.009110068,2.624838298,3.299287444,3.2571163,2.572062513,12657.84983,12604.65262,12684.39906,12482.09912,0.06,0.09,0.16,0.74,1.65,-0.034885105,-0.015072286,3.64,5.03,-0.000879782,0.00489664,0.00176852,-0.000755346,-0.002843079,-0.004508303,0.005,0.004196628,0.030243074,0.007491824,-0.00455091,0.005800166,0.002758281,0.006444337,0.0045212,-0.001686357,0.005262472,0.000235494,-0.003441406,-0.003026341,-0.001073856,1.59,1.56,1.49,0.03,0.1,1.39,3.38,4.87,4.94,4.97,0.142857143,0.066666667,0.042253521,0.05,-3.21,0.34,-1.37,-2.65,0.46,0.01,0.13,0.54,-0.46,1.04,0.26,0.18,-1.1,1.04,-0.2,0.07,-0.04,0.02,-0.12,0.17,0.25,1.39,-1.09,-0.75
624,15512,12573.57031,3.167695179,-0.019557994,-0.001008031,0.007495771,-0.001985531,-0.619193798,0.903705271,1.453349271,0.619550178,12642.52628,12601.6924,12680.05283,12483.00928,0.05,0.09,0.15,0.73,1.63,-0.038860104,-0.011867583,3.61,4.98,-0.006707636,0.007542073,0.008826991,0.002362242,-0.013777419,-0.010985548,-0.028358159,-0.009104493,-0.025788833,-0.025541578,-0.014324931,-0.033658938,-0.003934102,-0.009942533,-0.007665677,-0.022261677,-0.013001755,-0.024351163,-0.013956266,-0.024513706,-0.024724419,1.58,1.54,1.48,0.04,0.1,1.37,3.35,4.83,4.89,4.93,-0.0625,0,-0.013513514,-1.52,-3.73,-0.38,-2.69,-4.4,-0.6,-2.04,-1.26,-0.81,-3.11,-1.52,-0.73,-2.5,2.58,0.92,-1.23,-5.46,-2.52,-2.41,1.27,0.93,0.87,-0.02,-4.37,-2.53
627,15517,12534.66992,-0.734660603,0.002560236,-0.01092655,0.005345336,-0.019557994,-2.35765657,-0.311201734,3.353573526,-0.365802722,12601.89699,12589.82326,12666.2461,12485.25568,0.07,0.1,0.15,0.75,1.66,0.007364144,0.003821656,3.59,5,0.004535346,-0.002385474,-0.004481341,-0.000110004,0.002207556,0.02517378,0.014344211,-0.001203038,0.011041874,0.005021727,0.00341406,0.01427873,-0.002955326,-0.000678848,0.000701163,0.004772721,0.004465715,0.006311403,-0.00092042,0.00409502,0.004699756,1.59,1.56,1.51,0.03,0.08,1.41,3.34,4.85,4.9,4.93,-0.0625,0,0.041666667,0.58,2.21,-0.31,0.06,0.19,-0.14,0.44,-0.12,-0.07,-0.85,0.41,-0.5,0.86,2.71,-0.34,0.39,-1.63,0.75,0.69,0.11,-0.15,-0.16,-0.69,-1.63,-0.79
628,15518,12627.00977,-0.097504556,0.007366755,0.002560236,-0.01092655,0.005345336,-1.539097668,1.045341805,1.70941052,1.667888431,12606.46295,12593.36483,12664.70742,12486.66617,0.06,0.09,0.17,0.73,1.65,0.011721704,-0.001586294,3.59,5,-0.004204712,0.002831601,0.000869056,-0.000801547,0.00431788,4.43E-05,0.016666668,0.006323367,0.029963597,0.004996669,0.012372347,0.009708677,0.016732496,0.014117845,0.015040729,0.008984906,0.010278739,0.007449041,-0.002309927,0.014666244,0.009428587,1.59,1.56,1.48,0.03,0.11,1.41,3.35,4.83,4.91,4.94,0.133333333,0,-0.026666667,0.17,0.52,1.61,0.9,1.07,1.27,0.54,-0.16,1.37,0.22,0.72,0.12,0.37,0.25,0.58,0.16,-0.48,1.47,0.76,0.15,0.33,0.3,0.81,-0.59,0.14
629,15519,12602.25977,7.519889817,-0.001960084,0.007366755,0.002560236,-0.01092655,0.228172685,-0.392433944,1.133939965,1.684838102,12605.69874,12594.21197,12662.25849,12487.81635,0.02,0.09,0.17,0.69,1.6,-0.031767784,-0.009532889,3.56,4.97,-0.003413936,-0.004668307,0.008204958,-3.15E-05,-0.009486517,-0.019102904,0.003477496,0.0014962,-0.024469767,-0.008617832,-0.007638252,-0.001201911,-0.003734814,-0.005575735,-0.012695489,-0.0021098,-0.00790948,-0.008983375,-0.009513618,-0.000450859,-7.24E-05,1.58,1.51,1.43,0.07,0.15,1.41,3.37,4.8,4.88,4.95,0,0,-0.054794521,-0.39,-2.29,-0.26,-0.6,-3.14,-1.1,-0.22,-0.24,-0.6,-1.76,-0.92,0.17,-1.17,-1.87,1.49,-0.53,-2.58,-0.22,-0.23,0.26,0.24,0.23,-0.74,-2.08,-1.42
633,15526,12896.66992,94.19937884,-0.003630367,0.005614818,-0.000675476,0.022046052,2.135582066,0.563615704,3.203248003,3.881498451,12768.54067,12694.90262,12697.20061,12503.90411,0.07,0.08,0.15,0.68,1.62,-0.007180305,-0.008346213,3.61,5.05,-0.010250331,0.000250564,0.002173913,0.000519464,0.017567302,-0.010761125,-0.004894763,-0.003821311,-0.041806019,-0.001950553,-0.010453973,-0.00822901,-0.012790366,0.000861491,-0.006483512,-0.004687023,0.018911641,1.35E-05,-0.012488323,-0.001295064,-0.008086886,1.55,1.54,1.47,0.01,0.08,1.44,3.43,4.9,4.97,4.98,0,-0.066666667,-0.014492754,0.16,0.93,-1.1,-0.34,-0.5,-0.36,-0.08,-1.04,0.36,-0.76,0.67,0.02,0.04,1.59,0,-0.07,-1.77,-0.16,-0.48,1.05,1.31,1.26,3.61,-1.63,-0.67
636,15531,12653.12012,-1.736696341,-0.006530153,-0.002832631,-0.009630408,-0.003630367,-1.69577285,1.203423584,-0.696134413,1.94895783,12743.23572,12700.53684,12699.66953,12510.29751,0.07,0.09,0.15,0.63,1.53,-0.023391132,0.006466877,3.44,4.92,-0.0007759,-0.002614457,0.003080969,-0.000878942,-0.00925242,-0.024661199,-0.020958083,0.001475332,0.008539488,-0.008666667,-0.008719093,-0.006455481,0.005895167,0.006539601,0.007946724,-0.008125926,-0.001633226,-0.010041696,-0.002937137,-0.011965712,-0.008896913,1.46,1.44,1.38,0.02,0.08,1.48,3.39,4.77,4.83,4.85,0.071428571,0,0,-0.23,-2.34,0.55,-0.96,-2.42,0.79,-0.79,-0.54,0.81,-0.59,-0.08,-0.19,-1.07,-5.06,-0.23,-0.4,-2.04,-1.43,-1.02,0.56,0.25,0.29,0.58,-2.05,-1.3
637,15532,12604.53027,-1.058174308,-0.003840147,-0.006530153,-0.002832631,-0.009630408,-2.620046254,0.557336982,-1.81345968,0.244400806,12718.01654,12691.39335,12695.93858,12511.23515,0.07,0.1,0.15,0.64,1.54,0.023355577,-0.011440213,3.44,4.9,-0.000465257,0.00327666,-0.003130197,0.000926842,-0.00621497,-0.005148087,0.003058053,0.000294711,0.009927007,-0.014794923,0.009099151,0.015280905,-0.005718919,7.06E-05,0.002410566,-1.49E-05,0.001212071,-0.004944337,0.005056772,-0.003659561,0.002314945,1.47,1.44,1.39,0.03,0.08,1.46,3.36,4.75,4.8,4.83,0,0,0.015873016,0.64,2.31,-0.57,1.47,2.26,0.02,-0.39,-0.11,-0.32,-0.26,-0.15,-0.45,-0.64,4.24,-0.11,0.5,0.54,-0.42,0.06,0.07,0.2,0.2,0.84,1.27,0.66
638,15533,12573.26953,-0.663771823,-0.00248012,-0.003840147,-0.006530153,-0.002832631,-2.507627108,-0.425597477,-1.958144784,0.615295379,12691.69891,12680.14347,12691.12803,12511.85241,0.08,0.1,0.15,0.63,1.5,0.001630182,-0.013157895,3.41,4.87,-0.005399363,-0.003768408,0.000686881,0.000737648,-0.009149127,-0.013783918,-0.012195071,-0.002798277,-0.01590052,-0.022866895,-0.012624046,-0.003081228,-0.006990282,-0.009921475,-0.005345646,-0.004987097,-0.020327622,-0.00754508,0.004646497,-0.003332258,-0.006072606,1.42,1.4,1.35,0.02,0.07,1.46,3.37,4.72,4.77,4.79,0,-0.074074074,-0.015625,-1.16,0.84,-0.7,-0.9,0.31,-0.41,-0.27,-0.33,-0.74,-0.65,-1.89,-1.95,-0.93,0.74,-1.69,-1,0.52,-0.35,-0.52,0.35,0.1,0.11,1.94,0.33,-0.29
641,15538,12805.54004,-5.453524096,0.006154537,-0.003903853,0.016210606,-0.00248012,1.204603454,-0.511596734,2.422523521,0.500083382,12728.07312,12703.69968,12700.0861,12519.48313,0.08,0.1,0.14,0.62,1.53,0.007465219,-0.002830634,3.42,4.88,0.00250624,0.003501662,-0.003054488,-0.000862231,4.94E-05,0.004259053,0.006635988,0.008035106,-0.002849758,0.007472792,0.002939418,0.007995297,-0.000921391,-0.005880864,0.001815478,0.007409672,0.017466885,0.004522047,0.006159792,0.00350217,0.006683439,1.45,1.43,1.39,0.02,0.06,1.46,3.35,4.74,4.78,4.8,0,0.041666667,0.033333333,0.66,0.43,-0.05,-0.8,0.89,-0.12,0.7,0.17,-0.77,-0.13,2.11,0.35,0.6,-0.18,0.37,-0.01,-0.02,0.47,0.82,-0.17,-0.06,-0.08,-1.38,0.04,-0.42
642,15539,12908.7002,-0.691305783,0.008055901,0.006154537,-0.003903853,0.016210606,2.413179352,-0.270093317,2.983965875,0.555957637,12760.9144,12723.22354,12708.26705,12523.35594,0.07,0.09,0.14,0.6,1.52,0.009093971,-0.006308153,3.35,4.85,-0.001095494,-0.003754893,-0.001976675,-0.000611928,-0.001120307,0.002489319,0.006085244,0.005362362,-0.000857474,0.026635233,-0.004689332,0.005598927,0.018391717,0.010072606,0.016233753,0.006680491,-0.011074046,0.01118887,0.003661455,0.007017307,0.004659512,1.45,1.43,1.38,0.02,0.07,1.5,3.33,4.71,4.76,4.78,0,-0.12,-0.032258065,0.45,1.12,1.83,0.58,0.73,1.73,0.97,-0.08,1.01,-1.18,-1.44,-1.49,1.28,6.33,-0.11,0.3,-0.81,0.45,0.64,0.1,0.04,0.05,1.65,-0.29,-0.57
643,15540,12943.36035,-0.749932575,0.002685023,0.008055901,0.006154537,-0.003903853,2.943473216,0.362034776,2.505348391,0.927690964,12794.08639,12744.18895,12717.48639,12527.53509,0.06,0.09,0.14,0.62,1.54,0.032265243,0.005554674,3.37,4.88,0.004558701,-0.000748817,-0.002178649,0.000580902,0.013294619,0.040005504,-0.002016179,0.002306415,-0.01430206,0.007224926,0.005594906,0,0.008728439,0.004994968,0.011066064,0.0027171,0.016588976,0.007918101,0.007257365,-0.003589813,0.00238283,1.48,1.45,1.4,0.03,0.08,1.51,3.34,4.74,4.79,4.82,0,0,0.033333333,0.64,2.51,0.87,1.76,3.1,1.07,0.16,-0.03,0.51,0.62,1.88,1.79,1.23,0.87,0.57,0.39,0.45,-0.37,0.35,-0.01,-0.26,-0.23,3.81,0.22,0.52
